Upper and lower bounds for the problem
Iteration 898; Item picked: Cube_10; Base position: 1412.8647601034495 mm; Feasibility: NO! 
Iteration: 899;  Base position: 562.4506736116741 mm; Feasibility: YES!; Manipulability: 0.12802 
Iteration 900; Item picked: Cube_11; Base position: -1316.9073308685474 mm; Feasibility: NO! 
Iteration: 901;  Base position: -230.69697702356734 mm; Feasibility: YES!; Manipulability: 0.1746 
Iteration: 902;  Base position: -186.29669270248928 mm; Feasibility: YES!; Manipulability: 0.17236 
Iteration: 903;  Base position: 168.41907514991317 mm; Feasibility: YES!; Manipulability: 0.14449 
Iteration: 904;  Base position: -62.145217559645516 mm; Feasibility: YES!; Manipulability: 0.14574 
Iteration: 905;  Base position: -419.74535850722054 mm; Feasibility: YES!; Manipulability: 0.13912 
Iteration 906; Item picked: Cube_11; Base position: -649.6107453760224 mm; Feasibility: NO! 
Iteration: 907;  Base position: 262.9342593421709 mm; Feasibility: YES!; Manipulability: 0.13044 
Iteration 908; Item picked: Cube_11; Base position: 1421.3563210565449 mm; Feasibility: NO! 
Iteration 909; Item picked: Cube_12; Base position: 1107.532226368619 mm; Feasibility: NO! 
Iteration 910; Item picked: Cube_11; Base position: -830.012437603068 mm; Feasibility: NO! 
Iteration: 911;  Base position: -138.46684209811883 mm; Feasibility: YES!; Manipulability: 0.15086 
Iteration 912; Item picked: Cube_11; Base position: -482.41964676087696 mm; Feasibility: NO! 
Iteration: 913;  Base position: 381.4561664045134 mm; Feasibility: YES!; Manipulability: 0.10633 
Iteration 914; Item picked: Cube_10; Base position: -579.9569162640066 mm; Feasibility: NO! 
Iteration: 915;  Base position: 219.23856373833723 mm; Feasibility: YES!; Manipulability: 0.12155 
Iteration 916; Item picked: Cube_10; Base position: -676.7170592340138 mm; Feasibility: NO! 
Iteration 917; Item picked: Cube_12; Base position: -1177.6694533476762 mm; Feasibility: NO! 
Iteration: 918;  Base position: -426.88359122569364 mm; Feasibility: YES!; Manipulability: 0.15562 
Iteration 919; Item picked: Cube_11; Base position: 1150.4321498265967 mm; Feasibility: NO! 
Iteration 920; Item picked: Cube_10; Base position: -1368.5974712478528 mm; Feasibility: NO! 
Iteration 921; Item picked: Cube_10; Base position: 1197.7521494905936 mm; Feasibility: NO! 
Iteration: 922;  Base position: 563.1181360120222 mm; Feasibility: YES!; Manipulability: 0.11374 
Iteration: 923;  Base position: -336.12640224522033 mm; Feasibility: YES!; Manipulability: 0.15742 
Iteration: 924;  Base position: 230.01491738763457 mm; Feasibility: YES!; Manipulability: 0.17448 
Iteration: 925;  Base position: 493.03765520355955 mm; Feasibility: YES!; Manipulability: 0.15603 
Iteration: 926;  Base position: 128.7062501966293 mm; Feasibility: YES!; Manipulability: 0.18094 
Iteration: 927;  Base position: 441.1389570934373 mm; Feasibility: YES!; Manipulability: 0.13599 
Iteration: 928;  Base position: 787.9855778811138 mm; Feasibility: YES!; Manipulability: 0.11202 
Iteration: 929;  Base position: -120.71064415936053 mm; Feasibility: YES!; Manipulability: 0.16661 
Iteration: 930;  Base position: 832.6753460135774 mm; Feasibility: YES!; Manipulability: 0.11731 
Iteration 931; Item picked: Cube_11; Base position: 1306.4922969328532 mm; Feasibility: NO! 
Iteration 932; Item picked: Cube_11; Base position: 951.6173059373668 mm; Feasibility: NO! 
Iteration 933; Item picked: Cube_12; Base position: -1302.881006645409 mm; Feasibility: NO! 
Iteration 934; Item picked: Cube_10; Base position: -1017.4823511885322 mm; Feasibility: NO! 
Iteration: 935;  Base position: 636.0407999142853 mm; Feasibility: YES!; Manipulability: 0.1228 
Iteration: 936;  Base position: 17.059111904765587 mm; Feasibility: YES!; Manipulability: 0.15667 
Iteration 937; Item picked: Cube_12; Base position: -1336.6900436569233 mm; Feasibility: NO! 
Iteration 938; Item picked: Cube_11; Base position: -1403.4547309301447 mm; Feasibility: NO! 
Iteration: 939;  Base position: 583.7680999836407 mm; Feasibility: YES!; Manipulability: 0.11487 
Iteration: 940;  Base position: -188.2895621235648 mm; Feasibility: YES!; Manipulability: 0.16904 
Iteration: 941;  Base position: 457.63215348521453 mm; Feasibility: YES!; Manipulability: 0.13955 
Iteration 942; Item picked: Cube_12; Base position: -829.4586275278467 mm; Feasibility: NO! 
Iteration: 943;  Base position: -134.3668887447418 mm; Feasibility: YES!; Manipulability: 0.15067 
Iteration: 944;  Base position: 252.9506349823912 mm; Feasibility: YES!; Manipulability: 0.16189 
Iteration 945; Item picked: Cube_11; Base position: 1350.4985892696618 mm; Feasibility: NO! 
Iteration 946; Item picked: Cube_10; Base position: 1212.57565645233 mm; Feasibility: NO! 
Iteration: 947;  Base position: 355.8787159360952 mm; Feasibility: YES!; Manipulability: 0.11652 
Iteration 948; Item picked: Cube_12; Base position: -724.0392188452256 mm; Feasibility: NO! 
Iteration 949; Item picked: Cube_11; Base position: -970.3945762922734 mm; Feasibility: NO! 
Iteration: 950;  Base position: -410.73407145332 mm; Feasibility: YES!; Manipulability: 0.15558 
Iteration: 951;  Base position: 310.98143020761927 mm; Feasibility: YES!; Manipulability: 0.15719 
Iteration: 952;  Base position: 724.1486253215558 mm; Feasibility: YES!; Manipulability: 0.13801 
Iteration 953; Item picked: Cube_12; Base position: 1477.4056438487628 mm; Feasibility: NO! 
Iteration: 954;  Base position: 490.72270491069025 mm; Feasibility: YES!; Manipulability: 0.10529 
Iteration: 955;  Base position: -86.07457314509702 mm; Feasibility: YES!; Manipulability: 0.14712 
Iteration 956; Item picked: Cube_11; Base position: -1430.7018682606601 mm; Feasibility: NO! 
Iteration: 957;  Base position: 601.9326598866169 mm; Feasibility: YES!; Manipulability: 0.12296 
Iteration: 958;  Base position: 779.5301683427069 mm; Feasibility: YES!; Manipulability: 0.11334 
Iteration 959; Item picked: Cube_10; Base position: 1407.8089564365314 mm; Feasibility: NO! 
Iteration: 960;  Base position: 228.67255282541964 mm; Feasibility: YES!; Manipulability: 0.17459 
Iteration: 961;  Base position: 372.4302214094978 mm; Feasibility: YES!; Manipulability: 0.12185 
Iteration 962; Item picked: Cube_11; Base position: 1478.5510231999742 mm; Feasibility: NO! 
Iteration: 963;  Base position: 203.88282464899567 mm; Feasibility: YES!; Manipulability: 0.11643 
Iteration 964; Item picked: Cube_11; Base position: 1497.851258020854 mm; Feasibility: NO! 
Iteration 965; Item picked: Cube_10; Base position: 1231.4549266321947 mm; Feasibility: NO! 
Iteration 966; Item picked: Cube_12; Base position: -1145.6879192561746 mm; Feasibility: NO! 
Iteration 967; Item picked: Cube_10; Base position: -1478.0595957723021 mm; Feasibility: NO! 
Iteration 968; Item picked: Cube_12; Base position: -935.2484506914375 mm; Feasibility: NO! 
Iteration 969; Item picked: Cube_12; Base position: -1271.206735803602 mm; Feasibility: NO! 
Iteration 970; Item picked: Cube_10; Base position: -1411.1267664126424 mm; Feasibility: NO! 
Iteration: 971;  Base position: -0.18397560698917914 mm; Feasibility: YES!; Manipulability: 0.13493 
Iteration: 972;  Base position: 734.6875885748796 mm; Feasibility: YES!; Manipulability: 0.10734 
Iteration: 973;  Base position: 808.9729172836442 mm; Feasibility: YES!; Manipulability: 0.12343 
Iteration: 974;  Base position: 459.40888658872586 mm; Feasibility: YES!; Manipulability: 0.13951 
Iteration: 975;  Base position: 475.97046485538226 mm; Feasibility: YES!; Manipulability: 0.13356 
Iteration: 976;  Base position: 13.794983877653067 mm; Feasibility: YES!; Manipulability: 0.13563 
Iteration 977; Item picked: Cube_12; Base position: -1443.7792295903587 mm; Feasibility: NO! 
Iteration: 978;  Base position: 498.91972647324565 mm; Feasibility: YES!; Manipulability: 0.1159 
Iteration 979; Item picked: Cube_11; Base position: -850.6173081376587 mm; Feasibility: NO! 
Iteration 980; Item picked: Cube_12; Base position: -791.6661237617708 mm; Feasibility: NO! 
Iteration: 981;  Base position: -66.82622569477007 mm; Feasibility: YES!; Manipulability: 0.14598 
Iteration 982; Item picked: Cube_10; Base position: -1209.215578634402 mm; Feasibility: NO! 
Iteration 983; Item picked: Cube_10; Base position: -759.5369439439689 mm; Feasibility: NO! 
Iteration: 984;  Base position: 550.5635966983241 mm; Feasibility: YES!; Manipulability: 0.13682 
Iteration: 985;  Base position: 499.26024675643976 mm; Feasibility: YES!; Manipulability: 0.15561 
Iteration 986; Item picked: Cube_12; Base position: 1356.8680446674016 mm; Feasibility: NO! 
Iteration 987; Item picked: Cube_12; Base position: -1186.5633705618316 mm; Feasibility: NO! 
Iteration: 988;  Base position: -65.03794972139053 mm; Feasibility: YES!; Manipulability: 0.14592 
Iteration 989; Item picked: Cube_10; Base position: -1111.5110629505134 mm; Feasibility: NO! 
Iteration 990; Item picked: Cube_11; Base position: -1337.6277569965944 mm; Feasibility: NO! 
Iteration: 991;  Base position: 73.75923150474978 mm; Feasibility: YES!; Manipulability: 0.17146 
Iteration: 992;  Base position: 319.64938057576023 mm; Feasibility: YES!; Manipulability: 0.13472 
Iteration 993; Item picked: Cube_11; Base position: -1205.287417736189 mm; Feasibility: NO! 
Iteration: 994;  Base position: 233.39344323186515 mm; Feasibility: YES!; Manipulability: 0.13966 
Iteration: 995;  Base position: 546.4181189771657 mm; Feasibility: YES!; Manipulability: 0.10492 
Iteration: 996;  Base position: 199.00464303895842 mm; Feasibility: YES!; Manipulability: 0.17699 
Iteration 997; Item picked: Cube_12; Base position: -1458.9343862086155 mm; Feasibility: NO! 
Iteration: 998;  Base position: 409.5898924737362 mm; Feasibility: YES!; Manipulability: 0.163 
Iteration: 999;  Base position: 109.71676228736965 mm; Feasibility: YES!; Manipulability: 0.18162 

********* Mean manipulability: 0.1391262; Standard deviation: 0.024979804714208638 *********
